market,id,address,product,confidence,reason_code,reason,candidate,parcel_account,depth_ft
index,pmt_2912-michaux-st-77009,"2912 Michaux St, Houston, TX 77009",Common Driveway,high,V9_VERIFIED,replat child; units=1 (one address); master_size=11 (24079057); depth_ft=50.1279; geometry=HCAD unique exact-address polygon; parcel=1402070010011; parcel_history=none,Common Driveway,1402070010011,50.1279
index,pmt_2930-michaux-st-77009,"2930 Michaux St, Houston, TX 77009",Common Driveway,high,V9_VERIFIED,replat child; units=1 (one address); master_size=11 (24079057); depth_ft=50.0036; geometry=HCAD unique exact-address polygon; parcel=1402070010002; parcel_history=none,Common Driveway,1402070010002,50.0036
index,pmt_2928-michaux-st-77009,"2928 Michaux St, Houston, TX 77009",Common Driveway,high,V9_VERIFIED,replat child; units=1 (one address); master_size=11 (24079057); depth_ft=50.0014; geometry=HCAD unique exact-address polygon; parcel=1402070010003; parcel_history=none,Common Driveway,1402070010003,50.0014
index,pmt_2926-michaux-st-77009,"2926 Michaux St, Houston, TX 77009",Common Driveway,high,V9_VERIFIED,replat child; units=1 (one address); master_size=11 (24079057); depth_ft=50.0014; geometry=HCAD unique exact-address polygon; parcel=1402070010004; parcel_history=none,Common Driveway,1402070010004,50.0014
index,pmt_2924-michaux-st-77009,"2924 Michaux St, Houston, TX 77009",Common Driveway,high,V9_VERIFIED,replat child; units=1 (one address); master_size=11 (24079057); depth_ft=57.4501; geometry=HCAD unique exact-address polygon; parcel=1402070010005; parcel_history=none,Common Driveway,1402070010005,57.4501
index,pmt_2920-michaux-st-77009,"2920 Michaux St, Houston, TX 77009",Common Driveway,high,V9_VERIFIED,replat child; units=1 (one address); master_size=11 (24079057); depth_ft=56.9028; geometry=HCAD unique exact-address polygon; parcel=1402070010007; parcel_history=none,Common Driveway,1402070010007,56.9028
index,pmt_2918-michaux-st-77009,"2918 Michaux St, Houston, TX 77009",Common Driveway,high,V9_VERIFIED,replat child; units=1 (one address); master_size=11 (24079057); depth_ft=50.002; geometry=HCAD unique exact-address polygon; parcel=1402070010008; parcel_history=none,Common Driveway,1402070010008,50.002
index,pmt_2916-michaux-st-77009,"2916 Michaux St, Houston, TX 77009",Common Driveway,high,V9_VERIFIED,replat child; units=1 (one address); master_size=11 (24079057); depth_ft=50.0033; geometry=HCAD unique exact-address polygon; parcel=1402070010009; parcel_history=none,Common Driveway,1402070010009,50.0033
index,pmt_2914-michaux-st-77009,"2914 Michaux St, Houston, TX 77009",Common Driveway,high,V9_VERIFIED,replat child; units=1 (one address); master_size=11 (24079057); depth_ft=50.0027; geometry=HCAD unique exact-address polygon; parcel=1402070010010; parcel_history=none,Common Driveway,1402070010010,50.0027
index,pmt_602-jewett-st-a-77009,"602 Jewett St A, Houston, TX 77009",Common Driveway,high,V9_VERIFIED,"replat child; units=2 (distinct address unit letters); master_size=2 (25007490); depth_ft=99.9999; geometry=HCAD unique exact-address polygon; parcel=1482900010002; parcel_history={'event': 'SPLIT', 'vintage': '2024_Oct->2025_Oct', 'parents': ['0331150630008'], 'children': ['1482900010001', '1482900010002'], 'source': 'refresh/parcel_events.json'}",Common Driveway,1482900010002,99.9999
index,pmt_2504-baylor-st-77009,"2504 Baylor St, Houston, TX 77009",Common Driveway,high,V9_VERIFIED,"replat child; units=1 (one address); master_size=3 (24102307); depth_ft=50.0001; geometry=HCAD unique exact-address polygon; parcel=1480710010001; parcel_history={'event': 'SPLIT', 'vintage': '2024_Oct->2025_Oct', 'parents': ['0350930450051'], 'children': ['1480710010001', '1480710010002', '1480710010003'], 'source': 'refresh/parcel_events.json'}",Common Driveway,1480710010001,50.0001
index,pmt_2506-baylor-st-77009,"2506 Baylor St, Houston, TX 77009",Common Driveway,high,V9_VERIFIED,"replat child; units=1 (one address); master_size=3 (24102307); depth_ft=50.0007; geometry=HCAD unique exact-address polygon; parcel=1480710010002; parcel_history={'event': 'SPLIT', 'vintage': '2024_Oct->2025_Oct', 'parents': ['0350930450051'], 'children': ['1480710010001', '1480710010002', '1480710010003'], 'source': 'refresh/parcel_events.json'}",Common Driveway,1480710010002,50.0007
index,pmt_2508-baylor-st-77009,"2508 Baylor St, Houston, TX 77009",Common Driveway,high,V9_VERIFIED,"replat child; units=1 (one address); master_size=3 (24102307); depth_ft=50.0015; geometry=HCAD unique exact-address polygon; parcel=1480710010003; parcel_history={'event': 'SPLIT', 'vintage': '2024_Oct->2025_Oct', 'parents': ['0350930450051'], 'children': ['1480710010001', '1480710010002', '1480710010003'], 'source': 'refresh/parcel_events.json'}",Common Driveway,1480710010003,50.0015
index,pmt_2701-julian-st-77009,"2701 Julian St, Houston, TX 77009",Unknown,unknown,UNVERIFIED_PLAT,replat child; units=1 (one address); master_size=None (none); depth_ft=102.5262; geometry=HCAD unique exact-address polygon; parcel=0562880000025; parcel_history=none,Split Lot,0562880000025,102.5262
index,pmt_1110-jerome-st-77009,"1110 Jerome St, Houston, TX 77009",Unknown,unknown,UNVERIFIED_PLAT,replat child; units=1 (one address); master_size=None (none); depth_ft=100.0022; geometry=HCAD unique exact-address polygon; parcel=0620810030020; parcel_history=none,Split Lot,0620810030020,100.0022
index,pmt_829-e-25th-st-77009,"829 E 25th St, Houston, TX 77009",Unknown,unknown,PARCEL_HISTORY_CONFLICT,"one whole lot; units=1 (one address); master_size=None (none); depth_ft=120.0339; geometry=HCAD unique exact-address polygon; parcel=0350940470055; parcel_history={'event': 'SPLIT', 'vintage': '2025_Oct->2026_Jul', 'parents': ['0350940470055'], 'children': ['0350940470091', '0350940470055'], 'source': 'refresh/parcel_events.json'}",Single Lot,0350940470055,120.0339
index,pmt_827-e-25th-st-77009,"827 E 25th St, Houston, TX 77009",Unknown,unknown,PARCEL_HISTORY_CONFLICT,"one whole lot; units=1 (one address); master_size=None (none); depth_ft=120.0339; geometry=HCAD unique exact-address polygon; parcel=0350940470091; parcel_history={'event': 'SPLIT', 'vintage': '2025_Oct->2026_Jul', 'parents': ['0350940470055'], 'children': ['0350940470091', '0350940470055'], 'source': 'refresh/parcel_events.json'}",Single Lot,0350940470091,120.0339
index,pmt_1001-e-7th-1-2-st-77009,"1001 E 7th 1/2 St, Houston, TX 77009",Single Lot,high,V9_VERIFIED,one whole lot; units=1 (one address); master_size=None (none); depth_ft=116.8313; geometry=HCAD unique exact-address polygon; parcel=0620690000018; parcel_history=none,Single Lot,0620690000018,116.8313
index,pmt_1040-voight-st-77009,"1040 Voight St, Houston, TX 77009",Common Driveway,high,V9_VERIFIED,"replat child; units=1 (one address); master_size=2 (24120301); depth_ft=99.9999; geometry=HCAD unique exact-address polygon; parcel=1483980010002; parcel_history={'event': 'SPLIT', 'vintage': '2024_Oct->2025_Oct', 'parents': ['0512040010015'], 'children': ['1483980010002', '1483980010001'], 'source': 'refresh/parcel_events.json'}",Common Driveway,1483980010002,99.9999
index,pmt_1042-voight-st-77009,"1042 Voight St, Houston, TX 77009",Common Driveway,high,V9_VERIFIED,"replat child; units=1 (one address); master_size=2 (24120301); depth_ft=99.9999; geometry=HCAD unique exact-address polygon; parcel=1483980010001; parcel_history={'event': 'SPLIT', 'vintage': '2024_Oct->2025_Oct', 'parents': ['0512040010015'], 'children': ['1483980010002', '1483980010001'], 'source': 'refresh/parcel_events.json'}",Common Driveway,1483980010001,99.9999
index,pmt_1001-e-27th-st-77009,"1001 E 27th St, Houston, TX 77009",Unknown,unknown,ASSEMBLED_REVIEW,assembled 2 lots -> needs_review; units=1 (one address); master_size=None (none); depth_ft=121.3116; geometry=HCAD unique exact-address polygon; parcel=0350820240027; parcel_history=none,Unknown,0350820240027,121.3116
index,pmt_1016-e-27th-st-77009,"1016 E 27th St, Houston, TX 77009",Unknown,unknown,ASSEMBLED_REVIEW,assembled 2 lots -> needs_review; units=1 (one address); master_size=None (none); depth_ft=120.0; geometry=HCAD unique exact-address polygon; parcel=0350830260020; parcel_history=none,Unknown,0350830260020,120.0
index,pmt_1127-robbie-st-77009,"1127 Robbie St, Houston, TX 77009",Single Lot,high,V9_VERIFIED,one whole lot; units=1 (one address); master_size=None (none); depth_ft=101.9048; geometry=HCAD unique exact-address polygon; parcel=0350130090005; parcel_history=none,Single Lot,0350130090005,101.9048
index,pmt_610-skyland-terrace-way-77009,"610 Skyland Terrace Way, Houston, TX 77009",Common Driveway,high,V9_VERIFIED,"replat child; units=1 (one address); master_size=None (none); depth_ft=46.4854; geometry=HCAD unique exact-address polygon; parcel=1481750010003; parcel_history={'event': 'SPLIT', 'vintage': '2024_Oct->2025_Oct', 'parents': ['0400610000045'], 'children': ['1481750020010', '1481750020009', '1481750020008', '1481750020007', '1481750020006', '1481750020001', '1481750020005', '1481750020004', '1481750020003', '1481750020002', '1481750020011', '1481750020012', '1481750020014', '1481750020013', '1481750010008', '1481750010007', '1481750010006', '1481750010009', '1481750010012', '1481750010011', '1481750010005', '1481750010004', '1481750010003', '1481750010002', '1481750010010', '1481750010001'], 'source': 'refresh/parcel_events.json'}",Common Driveway,1481750010003,46.4854
index,pmt_606-skyland-terrace-way-77009,"606 Skyland Terrace Way, Houston, TX 77009",Common Driveway,high,V9_VERIFIED,"replat child; units=1 (one address); master_size=None (none); depth_ft=46.3352; geometry=HCAD unique exact-address polygon; parcel=1481750010002; parcel_history={'event': 'SPLIT', 'vintage': '2024_Oct->2025_Oct', 'parents': ['0400610000045'], 'children': ['1481750020010', '1481750020009', '1481750020008', '1481750020007', '1481750020006', '1481750020001', '1481750020005', '1481750020004', '1481750020003', '1481750020002', '1481750020011', '1481750020012', '1481750020014', '1481750020013', '1481750010008', '1481750010007', '1481750010006', '1481750010009', '1481750010012', '1481750010011', '1481750010005', '1481750010004', '1481750010003', '1481750010002', '1481750010010', '1481750010001'], 'source': 'refresh/parcel_events.json'}",Common Driveway,1481750010002,46.3352
index,pmt_602-skyland-terrace-way-77009,"602 Skyland Terrace Way, Houston, TX 77009",Common Driveway,high,V9_VERIFIED,"replat child; units=1 (one address); master_size=None (none); depth_ft=50.5394; geometry=HCAD unique exact-address polygon; parcel=1481750010001; parcel_history={'event': 'SPLIT', 'vintage': '2024_Oct->2025_Oct', 'parents': ['0400610000045'], 'children': ['1481750020010', '1481750020009', '1481750020008', '1481750020007', '1481750020006', '1481750020001', '1481750020005', '1481750020004', '1481750020003', '1481750020002', '1481750020011', '1481750020012', '1481750020014', '1481750020013', '1481750010008', '1481750010007', '1481750010006', '1481750010009', '1481750010012', '1481750010011', '1481750010005', '1481750010004', '1481750010003', '1481750010002', '1481750010010', '1481750010001'], 'source': 'refresh/parcel_events.json'}",Common Driveway,1481750010001,50.5394
index,pmt_603-skyland-terrace-way-77009,"603 Skyland Terrace Way, Houston, TX 77009",Common Driveway,high,V9_VERIFIED,"replat child; units=1 (one address); master_size=None (none); depth_ft=50.4589; geometry=HCAD unique exact-address polygon; parcel=1481750020001; parcel_history={'event': 'SPLIT', 'vintage': '2024_Oct->2025_Oct', 'parents': ['0400610000045'], 'children': ['1481750020010', '1481750020009', '1481750020008', '1481750020007', '1481750020006', '1481750020001', '1481750020005', '1481750020004', '1481750020003', '1481750020002', '1481750020011', '1481750020012', '1481750020014', '1481750020013', '1481750010008', '1481750010007', '1481750010006', '1481750010009', '1481750010012', '1481750010011', '1481750010005', '1481750010004', '1481750010003', '1481750010002', '1481750010010', '1481750010001'], 'source': 'refresh/parcel_events.json'}",Common Driveway,1481750020001,50.4589
index,pmt_1208-e-26th-st-b-77009,"1208 E 26th St B, Houston, TX 77009",Split Lot,high,V9_VERIFIED,"replat child; units=2 (distinct address unit letters); master_size=None (none); depth_ft=100.3636; geometry=HCAD unique exact-address polygon; parcel=1496180010002; parcel_history={'event': 'SPLIT', 'vintage': '2025_Oct->2026_Jul', 'parents': ['0351100020005'], 'children': ['1496180010001', '1496180010002'], 'source': 'refresh/parcel_events.json'}",Split Lot,1496180010002,100.3636
index,pmt_614-skyland-terrace-way-77009,"614 Skyland Terrace Way, Houston, TX 77009",Common Driveway,high,V9_VERIFIED,"replat child; units=1 (one address); master_size=None (none); depth_ft=46.6353; geometry=HCAD unique exact-address polygon; parcel=1481750010004; parcel_history={'event': 'SPLIT', 'vintage': '2024_Oct->2025_Oct', 'parents': ['0400610000045'], 'children': ['1481750020010', '1481750020009', '1481750020008', '1481750020007', '1481750020006', '1481750020001', '1481750020005', '1481750020004', '1481750020003', '1481750020002', '1481750020011', '1481750020012', '1481750020014', '1481750020013', '1481750010008', '1481750010007', '1481750010006', '1481750010009', '1481750010012', '1481750010011', '1481750010005', '1481750010004', '1481750010003', '1481750010002', '1481750010010', '1481750010001'], 'source': 'refresh/parcel_events.json'}",Common Driveway,1481750010004,46.6353
index,pmt_606-link-rd-g-77009,"606 Link Rd G, Houston, TX 77009",Common Driveway,high,V9_VERIFIED,"replat child; units=7 (distinct address unit letters); master_size=7 (26012766); depth_ft=94.8122; geometry=HCAD unique exact-address polygon; parcel=1496850010001; parcel_history={'event': 'SPLIT', 'vintage': '2025_Oct->2026_Jul', 'parents': ['0400590000012'], 'children': ['1496850010008', '1496850010001', '1496850010002', '1496850010003', '1496850010004', '1496850010005', '1496850010006', '1496850010007'], 'source': 'refresh/parcel_events.json'}",Common Driveway,1496850010001,94.8122
index,pmt_615-skyland-terrace-way-77009,"615 Skyland Terrace Way, Houston, TX 77009",Common Driveway,high,V9_VERIFIED,"replat child; units=1 (one address); master_size=None (none); depth_ft=46.9087; geometry=HCAD unique exact-address polygon; parcel=1481750020004; parcel_history={'event': 'SPLIT', 'vintage': '2024_Oct->2025_Oct', 'parents': ['0400610000045'], 'children': ['1481750020010', '1481750020009', '1481750020008', '1481750020007', '1481750020006', '1481750020001', '1481750020005', '1481750020004', '1481750020003', '1481750020002', '1481750020011', '1481750020012', '1481750020014', '1481750020013', '1481750010008', '1481750010007', '1481750010006', '1481750010009', '1481750010012', '1481750010011', '1481750010005', '1481750010004', '1481750010003', '1481750010002', '1481750010010', '1481750010001'], 'source': 'refresh/parcel_events.json'}",Common Driveway,1481750020004,46.9087
index,pmt_611-skyland-terrace-way-77009,"611 Skyland Terrace Way, Houston, TX 77009",Common Driveway,high,V9_VERIFIED,"replat child; units=1 (one address); master_size=None (none); depth_ft=46.9466; geometry=HCAD unique exact-address polygon; parcel=1481750020003; parcel_history={'event': 'SPLIT', 'vintage': '2024_Oct->2025_Oct', 'parents': ['0400610000045'], 'children': ['1481750020010', '1481750020009', '1481750020008', '1481750020007', '1481750020006', '1481750020001', '1481750020005', '1481750020004', '1481750020003', '1481750020002', '1481750020011', '1481750020012', '1481750020014', '1481750020013', '1481750010008', '1481750010007', '1481750010006', '1481750010009', '1481750010012', '1481750010011', '1481750010005', '1481750010004', '1481750010003', '1481750010002', '1481750010010', '1481750010001'], 'source': 'refresh/parcel_events.json'}",Common Driveway,1481750020003,46.9466
index,pmt_607-skyland-terrace-way-77009,"607 Skyland Terrace Way, Houston, TX 77009",Common Driveway,high,V9_VERIFIED,"replat child; units=1 (one address); master_size=None (none); depth_ft=46.9843; geometry=HCAD unique exact-address polygon; parcel=1481750020002; parcel_history={'event': 'SPLIT', 'vintage': '2024_Oct->2025_Oct', 'parents': ['0400610000045'], 'children': ['1481750020010', '1481750020009', '1481750020008', '1481750020007', '1481750020006', '1481750020001', '1481750020005', '1481750020004', '1481750020003', '1481750020002', '1481750020011', '1481750020012', '1481750020014', '1481750020013', '1481750010008', '1481750010007', '1481750010006', '1481750010009', '1481750010012', '1481750010011', '1481750010005', '1481750010004', '1481750010003', '1481750010002', '1481750010010', '1481750010001'], 'source': 'refresh/parcel_events.json'}",Common Driveway,1481750020002,46.9843
montrose,pmt_4813-milam-st-77006,"4813 Milam St, Houston, TX 77006",Unknown,unknown,UNVERIFIED_PLAT,replat child; units=1 (one address); master_size=None (none); depth_ft=94.8378; geometry=HCAD unique exact-address polygon; parcel=1494040010001; parcel_history=none,Common Driveway,1494040010001,94.8378
montrose,pmt_1408-indiana-st-b-77006,"1408 Indiana St B, Houston, TX 77006",Common Driveway,high,V9_VERIFIED,replat child; units=2 (distinct address unit letters); master_size=3 (25098277); depth_ft=62.5002; geometry=HCAD unique exact-address polygon; parcel=0180300110002; parcel_history=none,Common Driveway,0180300110002,62.5002
montrose,pmt_418-w-saulnier-st-77019,"418 W Saulnier St, Houston, TX 77019",Common Driveway,high,V9_VERIFIED,replat child; units=1 (one address); master_size=2 (26024758); depth_ft=97.8341; geometry=HCAD unique exact-address polygon; parcel=1492530010001; parcel_history=none,Common Driveway,1492530010001,97.8341
montrose,pmt_416-w-saulnier-st-77019,"416 W Saulnier St, Houston, TX 77019",Common Driveway,high,V9_VERIFIED,replat child; units=1 (one address); master_size=2 (26024758); depth_ft=98.1444; geometry=HCAD unique exact-address polygon; parcel=1492530010002; parcel_history=none,Common Driveway,1492530010002,98.1444
montrose,pmt_608-w-saulnier-st-77019,"608 W Saulnier St, Houston, TX 77019",Common Driveway,high,V9_VERIFIED,replat child; units=1 (one address); master_size=2 (26021909); depth_ft=96.7696; geometry=HCAD unique exact-address polygon; parcel=1492520010001; parcel_history=none,Common Driveway,1492520010001,96.7696
montrose,pmt_606-w-saulnier-st-77019,"606 W Saulnier St, Houston, TX 77019",Common Driveway,high,V9_VERIFIED,replat child; units=1 (one address); master_size=2 (26021909); depth_ft=97.082; geometry=HCAD unique exact-address polygon; parcel=1492520010002; parcel_history=none,Common Driveway,1492520010002,97.082
montrose,pmt_410-w-saulnier-st-77019,"410 W Saulnier St, Houston, TX 77019",Common Driveway,high,V9_VERIFIED,replat child; units=1 (one address); master_size=2 (26025195); depth_ft=97.9679; geometry=HCAD unique exact-address polygon; parcel=1492710010001; parcel_history=none,Common Driveway,1492710010001,97.9679
montrose,pmt_412-w-saulnier-st-77019,"412 W Saulnier St, Houston, TX 77019",Common Driveway,high,V9_VERIFIED,replat child; units=1 (one address); master_size=2 (26025195); depth_ft=98.2768; geometry=HCAD unique exact-address polygon; parcel=1492710010002; parcel_history=none,Common Driveway,1492710010002,98.2768
montrose,pmt_1715-harold-st-77098,"1715 Harold St, Houston, TX 77098",Unknown,unknown,UNVERIFIED_PLAT,replat child; units=1 (one address); master_size=None (none); depth_ft=125.6087; geometry=HCAD unique exact-address polygon; parcel=0542320000004; parcel_history=none,Split Lot,0542320000004,125.6087
riveroaks,pmt_3024-chevy-chase-dr-77019,"3024 Chevy Chase Dr, Houston, TX 77019",Unknown,unknown,UNVERIFIED_PLAT,replat child; units=1 (one address); master_size=None (none); depth_ft=184.7157; geometry=HCAD unique exact-address polygon; parcel=0601500300001; parcel_history=none,Split Lot,0601500300001,184.7157
riveroaks,pmt_2433-inwood-dr-77019,"2433 Inwood Dr, Houston, TX 77019",Unknown,unknown,UNVERIFIED_PLAT,replat child; units=1 (one address); master_size=None (none); depth_ft=127.9923; geometry=HCAD unique exact-address polygon; parcel=0601540380008; parcel_history=none,Split Lot,0601540380008,127.9923
springbranch,pmt_1702-sedola-pvt-ln-77055,"1702 Sedola Ln, Houston, TX 77055",Unknown,unknown,UNVERIFIED_PLAT,replat child; units=1 (one address); master_size=None (none); depth_ft=61.2875; geometry=HCAD unique exact-address polygon; parcel=1423870010001; parcel_history=none,Common Driveway,1423870010001,61.2875
springbranch,pmt_7006-northampton-way-77055,"7006 Northampton Way, Houston, TX 77055",Unknown,unknown,UNVERIFIED_PLAT,replat child; units=1 (one address); master_size=None (none); depth_ft=134.0931; geometry=HCAD unique exact-address polygon; parcel=0832420000021; parcel_history=none,Split Lot,0832420000021,134.0931
springbranch,pmt_8525-panatella-dr-77055,"8525 Panatella Dr, Houston, TX 77055",Split Lot,high,V9_VERIFIED,replat child; units=1 (one address); master_size=None (none); depth_ft=191.9084; geometry=HCAD unique exact-address polygon; parcel=0791290070133; parcel_history=none,Split Lot,0791290070133,191.9084
springbranch,pmt_9253-elizabeth-rd-77055,"9253 Elizabeth Rd, Houston, TX 77055",Unknown,unknown,UNVERIFIED_PLAT,replat child; units=1 (one address); master_size=None (none); depth_ft=328.0955; geometry=HCAD unique exact-address polygon; parcel=0730330080002; parcel_history=none,Split Lot,0730330080002,328.0955
springbranch,pmt_1507-jacquelyn-dr-77055,"1507 Jacquelyn Dr, Houston, TX 77055",Unknown,unknown,UNVERIFIED_PLAT,replat child; units=1 (one address); master_size=None (none); depth_ft=139.5371; geometry=HCAD unique exact-address polygon; parcel=0770390070044; parcel_history=none,Split Lot,0770390070044,139.5371
springbranch,pmt_1605-pine-chase-dr-77055,"1605 Pine Chase Dr, Houston, TX 77055",Unknown,unknown,UNVERIFIED_PLAT,replat child; units=1 (one address); master_size=None (none); depth_ft=114.898; geometry=HCAD unique exact-address polygon; parcel=0770590010007; parcel_history=none,Split Lot,0770590010007,114.898
springbranch,pmt_9017-kerrwood-ln-c-77080,"9017 Kerrwood Ln C, Houston, TX 77080",Unknown,unknown,DEPTH_UNAVAILABLE,no legal; units=2 (distinct address unit letters); master_size=None (none); depth_ft=None; geometry=unavailable; parcel=unavailable; parcel_history=none,Split Lot,,
springbranch,pmt_9017-kerrwood-ln-b-77080,"9017 Kerrwood Ln B, Houston, TX 77080",Unknown,unknown,DEPTH_UNAVAILABLE,no legal; units=2 (distinct address unit letters); master_size=None (none); depth_ft=None; geometry=unavailable; parcel=unavailable; parcel_history=none,Split Lot,,
springbranch,pmt_10407-metronome-dr-77043,"10407 Metronome Dr, Houston, TX 77043",Unknown,unknown,UNVERIFIED_PLAT,replat child; units=1 (one address); master_size=None (none); depth_ft=115.2693; geometry=HCAD unique exact-address polygon; parcel=0971600000014; parcel_history=none,Split Lot,0971600000014,115.2693
springbranch,pmt_7203-housman-st-77055,"7203 Housman St, Houston, TX 77055",Unknown,unknown,UNVERIFIED_PLAT,replat child; units=1 (one address); master_size=None (none); depth_ft=118.7146; geometry=HCAD unique exact-address polygon; parcel=0771220110004; parcel_history=none,Split Lot,0771220110004,118.7146
timbergrove,2130421544,"6727 Grovewood Ln, Houston, Tx 77008",Unknown,unknown,UNVERIFIED_PLAT,replat child; units=1 (one address); master_size=None (none); depth_ft=136.1439; geometry=HCAD unique exact-address polygon; parcel=0891390000007; parcel_history=none,Split Lot,0891390000007,136.1439
timbergrove,2130573149,"2326 Haverhill Dr, Houston, Tx 77008",Unknown,unknown,UNVERIFIED_PLAT,replat child; units=1 (one address); master_size=None (none); depth_ft=110.9731; geometry=HCAD unique exact-address polygon; parcel=0925310000002; parcel_history=none,Split Lot,0925310000002,110.9731
timbergrove,2130573761,"2230 Tannehill Dr, Houston, Tx 77008",Unknown,unknown,UNVERIFIED_PLAT,replat child; units=1 (one address); master_size=None (none); depth_ft=108.4998; geometry=HCAD unique exact-address polygon; parcel=0925320000009; parcel_history=none,Split Lot,0925320000009,108.4998
westu,pmt_2336-dunstan-rd-77005,"2336 Dunstan Rd, Houston, TX 77005",Unknown,unknown,UNVERIFIED_PLAT,replat child; units=1 (one address); master_size=None (none); depth_ft=123.0526; geometry=HCAD unique exact-address polygon; parcel=0591290030004; parcel_history=none,Split Lot,0591290030004,123.0526
westu,pmt_3711-purdue-st-77005,"3711 Purdue St, Houston, TX 77005",Unknown,unknown,UNVERIFIED_PLAT,replat child; units=1 (one address); master_size=None (none); depth_ft=132.2588; geometry=HCAD unique exact-address polygon; parcel=0681250250027; parcel_history=none,Split Lot,0681250250027,132.2588
gardenoaksoakforest,pmt_1918-gardenia-dr-77018,"1918 Gardenia Dr, Houston, TX 77018",Unknown,unknown,UNVERIFIED_PLAT,replat child; units=1 (one address); master_size=None (none); depth_ft=116.4199; geometry=HCAD unique exact-address polygon; parcel=0731000590026; parcel_history=none,Split Lot,0731000590026,116.4199
gardenoaksoakforest,pmt_2218-libbey-dr-77018,"2218 Libbey Dr, Houston, TX 77018",Unknown,unknown,UNVERIFIED_PLAT,replat child; units=1 (one address); master_size=None (none); depth_ft=121.7856; geometry=HCAD unique exact-address polygon; parcel=0731010030015; parcel_history=none,Split Lot,0731010030015,121.7856
gardenoaksoakforest,pmt_1415-woodcrest-dr-77018,"1415 Woodcrest Dr, Houston, TX 77018",Unknown,unknown,UNVERIFIED_PLAT,replat child; units=1 (one address); master_size=None (none); depth_ft=120.1259; geometry=HCAD unique exact-address polygon; parcel=0731000020015; parcel_history=none,Split Lot,0731000020015,120.1259
gardenoaksoakforest,pmt_312-w-32nd-st-77018,"312 W 32nd St, Houston, TX 77018",Unknown,unknown,UNVERIFIED_PLAT,replat child; units=1 (one address); master_size=None (none); depth_ft=169.9289; geometry=HCAD unique exact-address polygon; parcel=0660450040012; parcel_history=none,Split Lot,0660450040012,169.9289
gardenoaksoakforest,pmt_5218-lido-ln-77092,"5218 Lido Ln, Houston, TX 77092",Unknown,unknown,UNVERIFIED_PLAT,replat child; units=1 (one address); master_size=None (none); depth_ft=107.8395; geometry=HCAD unique exact-address polygon; parcel=0804440000026; parcel_history=none,Split Lot,0804440000026,107.8395
gardenoaksoakforest,pmt_1231-martin-st-77018,"1231 Martin St, Houston, TX 77018",Unknown,unknown,UNVERIFIED_PLAT,replat child; units=1 (one address); master_size=None (none); depth_ft=120.6686; geometry=HCAD unique exact-address polygon; parcel=0731000150021; parcel_history=none,Split Lot,0731000150021,120.6686
gardenoaksoakforest,pmt_1220-martin-st-77018,"1220 Martin St, Houston, TX 77018",Unknown,unknown,UNVERIFIED_PLAT,replat child; units=1 (one address); master_size=None (none); depth_ft=121.8704; geometry=HCAD unique exact-address polygon; parcel=0731000160033; parcel_history=none,Split Lot,0731000160033,121.8704
gardenoaksoakforest,pmt_2119-althea-dr-77018,"2119 Althea Dr, Houston, TX 77018",Unknown,unknown,UNVERIFIED_PLAT,replat child; units=1 (one address); master_size=None (none); depth_ft=122.3623; geometry=HCAD unique exact-address polygon; parcel=0731000830014; parcel_history=none,Split Lot,0731000830014,122.3623
