SOURCE,ID,ADDRESS,LAT,LNG,REASON,DETAIL,RAW_JSON
let DATA,pmt_1918-johnson-st-77007,"1918 Johnson St, Houston, TX 77007",29.774913,-95.373384,OOZ_POLY_I10_SOUTH,Approved Heights boundary correction: south of COH I-10 mainline midpoint; removal only,"{""id"": ""pmt_1918-johnson-st-77007"", ""a"": ""1918 Johnson St, Houston, TX 77007"", ""llc"": ""JIRCIK             MARK        A"", ""kind"": ""permit"", ""lat"": 29.774913, ""lng"": -95.373384, ""permits"": [{""owner"": ""JIRCIK             MARK        A"", ""desc"": ""S.F. RES - NO GARAGE (1-1-5-R3-B) 21 IRC/21 IECC"", ""val"": ""246611"", ""ptype"": ""13"", ""proj"": ""24075117"", ""permitDesc"": ""Building Pmt""}], ""prod"": ""Unknown"", ""product_classification"": {""product"": ""Unknown"", ""confidence"": ""unknown"", ""reason_code"": ""UNVERIFIED_PLAT"", ""reason"": ""replat child; units=1 (one address); master_size=None (none); depth_ft=88.1904; geometry=HCAD unique exact-address polygon; parcel=1478670010002; parcel_history=none"", ""candidate"": ""Common Driveway"", ""version"": ""v9-ingest-1"", ""evidence"": {""parcel"": {""source"": ""HCAD unique exact-address polygon"", ""account"": ""1478670010002"", ""matched"": ""1918 JOHNSON ST"", ""legal"": ""LT 2 BLK 1|CUSTUS ESTATES"", ""depth_ft"": 88.1904, ""width_ft"": 50.0005, ""area_sf"": 4409.53, ""geometry_crs"": ""EPSG:2278"", ""depth_method"": ""minimum rotated rectangle, longest side"", ""parcel_history"": [{""event"": ""RESHAPE"", ""vintage"": ""2024_Oct->2025_Oct"", ""parents"": [""1368150010005""], ""children"": [""1478670010002""], ""source"": ""refresh/parcel_events.json""}]}, ""units"": 1, ""master_size"": null, ""unit_source"": ""one address"", ""master_source"": ""none"", ""family"": ""Split""}}}"
let DATA,pmt_1520-winter-st-77007,"1520 Winter St, Houston, TX 77007",29.7724291,-95.3733714,OOZ_POLY_I10_SOUTH,Approved Heights boundary correction: south of COH I-10 mainline midpoint; removal only,"{""id"": ""pmt_1520-winter-st-77007"", ""a"": ""1520 Winter St, Houston, TX 77007"", ""llc"": ""MIRACLEHANDS HEALTHCARE SERVICES CORP"", ""kind"": ""permit"", ""lat"": 29.7724291, ""lng"": -95.3733714, ""permits"": [{""owner"": ""MIRACLEHANDS HEALTHCARE SERVICES CORP"", ""desc"": ""S.F. RES W/ATT. GARAGE (1-3-5-R3-B) 15 IRC/15 IECC (M# 24115198)"", ""val"": ""285816"", ""ptype"": ""13"", ""proj"": ""24049010"", ""permitDesc"": ""Building Pmt""}], ""prod"": ""Unknown"", ""product_classification"": {""product"": ""Unknown"", ""confidence"": ""unknown"", ""reason_code"": ""UNVERIFIED_PLAT"", ""reason"": ""replat child; units=1 (one address); master_size=None (none); depth_ft=65.7691; geometry=HCAD unique exact-address polygon; parcel=1477970010006; parcel_history=none"", ""candidate"": ""Common Driveway"", ""version"": ""v9-ingest-1"", ""evidence"": {""parcel"": {""source"": ""HCAD unique exact-address polygon"", ""account"": ""1477970010006"", ""matched"": ""1520 WINTER ST"", ""legal"": ""LT 6 BLK 1|WINTER FALLS"", ""depth_ft"": 65.7691, ""width_ft"": 25.2572, ""area_sf"": 1619.04, ""geometry_crs"": ""EPSG:2278"", ""depth_method"": ""minimum rotated rectangle, longest side"", ""parcel_history"": [{""event"": ""PARTIAL"", ""vintage"": ""2024_Oct->2025_Oct"", ""parents"": [""0051050000001""], ""children"": [""1477970010006"", ""1477970010007"", ""1477970010008"", ""1477970010010"", ""1477970010009""], ""source"": ""refresh/parcel_events.json""}]}, ""units"": 1, ""master_size"": null, ""unit_source"": ""one address"", ""master_source"": ""none"", ""family"": ""Split""}}}"
let DATA,pmt_5111-allen-st-77007,"5111 Allen St, Houston, TX 77007",29.7731317,-95.4131098,OOZ_POLY_I10_SOUTH,Approved Heights boundary correction: south of COH I-10 mainline midpoint; removal only,"{""id"": ""pmt_5111-allen-st-77007"", ""a"": ""5111 Allen St, Houston, TX 77007"", ""llc"": ""HYO DESIGN & CONSTRUCTION, LLC"", ""kind"": ""permit"", ""lat"": 29.7731317, ""lng"": -95.4131098, ""permits"": [{""owner"": ""HYO DESIGN & CONSTRUCTION, LLC"", ""desc"": ""S.F. RES. W/ATT. GARAGE (1-3-5-R3-B) 21 IRC/21 IECC (MST OF 2)"", ""val"": ""427786"", ""ptype"": ""13"", ""proj"": ""24124941"", ""permitDesc"": ""Building Pmt""}], ""prod"": ""Common Driveway"", ""product_classification"": {""product"": ""Common Driveway"", ""confidence"": ""high"", ""reason_code"": ""V9_VERIFIED"", ""reason"": ""replat child; units=1 (one address); master_size=2 (24124941); depth_ft=53.311; geometry=HCAD unique exact-address polygon; parcel=1476850010002; parcel_history={'event': 'SPLIT', 'vintage': '2024_Oct->2025_Oct', 'parents': ['0072610000007'], 'children': ['1476850010003', '1476850010002', '1476850010001'], 'source': 'refresh/parcel_events.json'}"", ""candidate"": ""Common Driveway"", ""version"": ""v9-ingest-1"", ""evidence"": {""parcel"": {""source"": ""HCAD unique exact-address polygon"", ""account"": ""1476850010002"", ""matched"": ""5111 ALLEN ST"", ""legal"": ""LT 2 BLK 1|ZALINI GROUP ALLEN STREET ESTATE"", ""depth_ft"": 53.311, ""width_ft"": 33.0001, ""area_sf"": 1759.23, ""geometry_crs"": ""EPSG:2278"", ""depth_method"": ""minimum rotated rectangle, longest side"", ""parcel_history"": [{""event"": ""SPLIT"", ""vintage"": ""2024_Oct->2025_Oct"", ""parents"": [""0072610000007""], ""children"": [""1476850010003"", ""1476850010002"", ""1476850010001""], ""source"": ""refresh/parcel_events.json""}]}, ""units"": 1, ""master_size"": 2, ""unit_source"": ""one address"", ""master_source"": ""24124941"", ""family"": ""Split""}}}"
let DATA,pmt_5113-allen-st-77007,"5113 Allen St, Houston, TX 77007",29.7732421,-95.413116,OOZ_POLY_I10_SOUTH,Approved Heights boundary correction: south of COH I-10 mainline midpoint; removal only,"{""id"": ""pmt_5113-allen-st-77007"", ""a"": ""5113 Allen St, Houston, TX 77007"", ""llc"": ""HYO DESIGN & CONSTRUCTION, LLC"", ""kind"": ""permit"", ""lat"": 29.7732421, ""lng"": -95.413116, ""permits"": [{""owner"": ""HYO DESIGN & CONSTRUCTION, LLC"", ""desc"": ""S.F. RES. W/ATT. GARAGE (1-3-5-R3-B) 21 IRC/21 IECC (M# 24124941)"", ""val"": ""427786"", ""ptype"": ""13"", ""proj"": ""24124942"", ""permitDesc"": ""Building Pmt""}], ""prod"": ""Common Driveway"", ""product_classification"": {""product"": ""Common Driveway"", ""confidence"": ""high"", ""reason_code"": ""V9_VERIFIED"", ""reason"": ""replat child; units=1 (one address); master_size=2 (24124941); depth_ft=54.45; geometry=HCAD unique exact-address polygon; parcel=1476850010001; parcel_history={'event': 'SPLIT', 'vintage': '2024_Oct->2025_Oct', 'parents': ['0072610000007'], 'children': ['1476850010003', '1476850010002', '1476850010001'], 'source': 'refresh/parcel_events.json'}"", ""candidate"": ""Common Driveway"", ""version"": ""v9-ingest-1"", ""evidence"": {""parcel"": {""source"": ""HCAD unique exact-address polygon"", ""account"": ""1476850010001"", ""matched"": ""5113 ALLEN ST"", ""legal"": ""LT 1 BLK 1|ZALINI GROUP ALLEN STREET ESTATE"", ""depth_ft"": 54.45, ""width_ft"": 53.3099, ""area_sf"": 2499.95, ""geometry_crs"": ""EPSG:2278"", ""depth_method"": ""minimum rotated rectangle, longest side"", ""parcel_history"": [{""event"": ""SPLIT"", ""vintage"": ""2024_Oct->2025_Oct"", ""parents"": [""0072610000007""], ""children"": [""1476850010003"", ""1476850010002"", ""1476850010001""], ""source"": ""refresh/parcel_events.json""}]}, ""units"": 1, ""master_size"": 2, ""unit_source"": ""one address"", ""master_source"": ""24124941"", ""family"": ""Split""}}}"
let DATA,pmt_1521-ovid-st-77007,"1521 Ovid St, Houston, TX 77007",29.7757274,-95.373483,OOZ_POLY_I10_SOUTH,Approved Heights boundary correction: south of COH I-10 mainline midpoint; removal only,"{""id"": ""pmt_1521-ovid-st-77007"", ""a"": ""1521 Ovid St, Houston, TX 77007"", ""llc"": ""FW HERITAGE LLC"", ""kind"": ""permit"", ""lat"": 29.7757274, ""lng"": -95.373483, ""permits"": [{""owner"": ""FW HERITAGE LLC"", ""desc"": ""S.F. RES W/ATT. GARAGE (1-2-5-R3-B) 21 IRC/21 IECC"", ""val"": ""533292"", ""ptype"": ""13"", ""proj"": ""24108196"", ""permitDesc"": ""Building Pmt""}], ""prod"": ""Common Driveway"", ""product_classification"": {""product"": ""Common Driveway"", ""confidence"": ""high"", ""reason_code"": ""V9_VERIFIED"", ""reason"": ""replat child; units=1 (one address); master_size=None (none); depth_ft=99.2001; geometry=HCAD unique exact-address polygon; parcel=0142580000024; parcel_history={'event': 'SPLIT', 'vintage': '2024_Oct->2025_Oct', 'parents': ['0142580000003'], 'children': ['0142580000003', '0142580000024'], 'source': 'refresh/parcel_events.json'}"", ""candidate"": ""Common Driveway"", ""version"": ""v9-ingest-1"", ""evidence"": {""parcel"": {""source"": ""HCAD unique exact-address polygon"", ""account"": ""0142580000024"", ""matched"": ""1521 OVID ST"", ""legal"": ""TRS 1 & 2 BLK 4|FRITZ"", ""depth_ft"": 99.2001, ""width_ft"": 50.0002, ""area_sf"": 4960.0, ""geometry_crs"": ""EPSG:2278"", ""depth_method"": ""minimum rotated rectangle, longest side"", ""parcel_history"": [{""event"": ""SPLIT"", ""vintage"": ""2024_Oct->2025_Oct"", ""parents"": [""0142580000003""], ""children"": [""0142580000003"", ""0142580000024""], ""source"": ""refresh/parcel_events.json""}]}, ""units"": 1, ""master_size"": null, ""unit_source"": ""one address"", ""master_source"": ""none"", ""family"": ""Split""}}}"
let DATA,pmt_5109-allen-st-77007,"5109 Allen St, Houston, TX 77007",29.773041,-95.4131085,OOZ_POLY_I10_SOUTH,Approved Heights boundary correction: south of COH I-10 mainline midpoint; removal only,"{""id"": ""pmt_5109-allen-st-77007"", ""a"": ""5109 Allen St, Houston, TX 77007"", ""llc"": ""ZALINI GROUP LLC"", ""kind"": ""permit"", ""lat"": 29.773041, ""lng"": -95.4131085, ""permits"": [{""owner"": ""ZALINI GROUP LLC"", ""desc"": ""4 STORY S.F. RES. W/ATT. GAR (1-4-5-R3-B-13R) 21 IBC/21 IECC"", ""val"": ""453010"", ""ptype"": ""13"", ""proj"": ""24124940"", ""permitDesc"": ""Building Pmt""}], ""prod"": ""Common Driveway"", ""product_classification"": {""product"": ""Common Driveway"", ""confidence"": ""high"", ""reason_code"": ""V9_VERIFIED"", ""reason"": ""replat child; units=1 (one address); master_size=None (none); depth_ft=53.3111; geometry=HCAD unique exact-address polygon; parcel=1476850010003; parcel_history={'event': 'SPLIT', 'vintage': '2024_Oct->2025_Oct', 'parents': ['0072610000007'], 'children': ['1476850010003', '1476850010002', '1476850010001'], 'source': 'refresh/parcel_events.json'}"", ""candidate"": ""Common Driveway"", ""version"": ""v9-ingest-1"", ""evidence"": {""parcel"": {""source"": ""HCAD unique exact-address polygon"", ""account"": ""1476850010003"", ""matched"": ""5109 ALLEN ST"", ""legal"": ""LT 3 BLK 1|ZALINI GROUP ALLEN STREET ESTATE"", ""depth_ft"": 53.3111, ""width_ft"": 33.0002, ""area_sf"": 1759.25, ""geometry_crs"": ""EPSG:2278"", ""depth_method"": ""minimum rotated rectangle, longest side"", ""parcel_history"": [{""event"": ""SPLIT"", ""vintage"": ""2024_Oct->2025_Oct"", ""parents"": [""0072610000007""], ""children"": [""1476850010003"", ""1476850010002"", ""1476850010001""], ""source"": ""refresh/parcel_events.json""}]}, ""units"": 1, ""master_size"": null, ""unit_source"": ""one address"", ""master_source"": ""none"", ""family"": ""Split""}}}"
let DATA,pmt_1522-winter-st-77007,"1522 Winter St, Houston, TX 77007",29.7724347,-95.3734524,OOZ_POLY_I10_SOUTH,Approved Heights boundary correction: south of COH I-10 mainline midpoint; removal only,"{""id"": ""pmt_1522-winter-st-77007"", ""a"": ""1522 Winter St, Houston, TX 77007"", ""llc"": ""MIRACLEHANDS HEALTHCARE SERVICES CORP"", ""kind"": ""permit"", ""lat"": 29.7724347, ""lng"": -95.3734524, ""permits"": [{""owner"": ""MIRACLEHANDS HEALTHCARE SERVICES CORP"", ""desc"": ""S.F. RES W/ATT. GARAGE (1-3-5-R3-B) 15 IRC/15 IECC (M# 24115198)"", ""val"": ""285816"", ""ptype"": ""13"", ""proj"": ""24115201"", ""permitDesc"": ""Building Pmt""}], ""prod"": ""Unknown"", ""product_classification"": {""product"": ""Unknown"", ""confidence"": ""unknown"", ""reason_code"": ""UNVERIFIED_PLAT"", ""reason"": ""replat child; units=1 (one address); master_size=None (none); depth_ft=69.14; geometry=HCAD unique exact-address polygon; parcel=1477970010007; parcel_history=none"", ""candidate"": ""Common Driveway"", ""version"": ""v9-ingest-1"", ""evidence"": {""parcel"": {""source"": ""HCAD unique exact-address polygon"", ""account"": ""1477970010007"", ""matched"": ""1522 WINTER ST"", ""legal"": ""LT 7 BLK 1|WINTER FALLS"", ""depth_ft"": 69.14, ""width_ft"": 25.9999, ""area_sf"": 1787.44, ""geometry_crs"": ""EPSG:2278"", ""depth_method"": ""minimum rotated rectangle, longest side"", ""parcel_history"": [{""event"": ""PARTIAL"", ""vintage"": ""2024_Oct->2025_Oct"", ""parents"": [""0051050000001""], ""children"": [""1477970010006"", ""1477970010007"", ""1477970010008"", ""1477970010010"", ""1477970010009""], ""source"": ""refresh/parcel_events.json""}]}, ""units"": 1, ""master_size"": null, ""unit_source"": ""one address"", ""master_source"": ""none"", ""family"": ""Split""}}}"
let DATA,pmt_1610-johnson-st-77007,"1610 Johnson St, Houston, TX 77007",29.7725683,-95.3731749,OOZ_POLY_I10_SOUTH,Approved Heights boundary correction: south of COH I-10 mainline midpoint; removal only,"{""id"": ""pmt_1610-johnson-st-77007"", ""a"": ""1610 Johnson St, Houston, TX 77007"", ""llc"": """", ""kind"": ""permit"", ""lat"": 29.7725683, ""lng"": -95.3731749, ""permits"": [{""owner"": """", ""desc"": ""S.F. RES W/ATT. GARAGE (1-3-5-R3-B) 15 IRC/21 IECC (MST OF 2)"", ""val"": ""292878"", ""ptype"": ""13"", ""proj"": ""24115206"", ""permitDesc"": ""Building Pmt""}], ""prod"": ""Common Driveway"", ""product_classification"": {""product"": ""Common Driveway"", ""confidence"": ""high"", ""reason_code"": ""V9_VERIFIED"", ""reason"": ""replat child; units=1 (one address); master_size=2 (24115206); depth_ft=47.0001; geometry=HCAD unique exact-address polygon; parcel=1477970010002; parcel_history=none"", ""candidate"": ""Common Driveway"", ""version"": ""v9-ingest-1"", ""evidence"": {""parcel"": {""source"": ""HCAD unique exact-address polygon"", ""account"": ""1477970010002"", ""matched"": ""1610 JOHNSON ST"", ""legal"": ""LT 2 BLK 1|WINTER FALLS"", ""depth_ft"": 47.0001, ""width_ft"": 36.0001, ""area_sf"": 1691.99, ""geometry_crs"": ""EPSG:2278"", ""depth_method"": ""minimum rotated rectangle, longest side"", ""parcel_history"": [{""event"": ""PARTIAL"", ""vintage"": ""2024_Oct->2025_Oct"", ""parents"": [""0051050000003""], ""children"": [""1477970010003"", ""1477970010002""], ""source"": ""refresh/parcel_events.json""}]}, ""units"": 1, ""master_size"": 2, ""unit_source"": ""one address"", ""master_source"": ""24115206"", ""family"": ""Split""}}}"
let DATA,pmt_4605-nolda-st-77007,"4605 Nolda St, Houston, TX 77007",29.7761265,-95.4078864,OOZ_POLY_I10_SOUTH,Approved Heights boundary correction: south of COH I-10 mainline midpoint; removal only,"{""id"": ""pmt_4605-nolda-st-77007"", ""a"": ""4605 Nolda St, Houston, TX 77007"", ""llc"": ""D CELI INVESTMENT INC"", ""kind"": ""permit"", ""lat"": 29.7761265, ""lng"": -95.4078864, ""permits"": [{""owner"": ""D CELI INVESTMENT INC"", ""desc"": ""S.F. RES W/ATT. GARAGE (1-3-5-R3-B) 21 IRC/21 IECC"", ""val"": ""478377"", ""ptype"": ""13"", ""proj"": ""25018313"", ""permitDesc"": ""Building Pmt""}], ""prod"": ""Unknown"", ""product_classification"": {""product"": ""Unknown"", ""confidence"": ""unknown"", ""reason_code"": ""DEPTH_BOUNDARY_UNCERTAIN"", ""reason"": ""replat child; units=1 (one address); master_size=None (none); depth_ft=99.9998; geometry=HCAD unique exact-address polygon; parcel=1478650010001; parcel_history={'event': 'SPLIT', 'vintage': '2024_Oct->2025_Oct', 'parents': ['0072840000010'], 'children': ['1478650010001', '1478650010002'], 'source': 'refresh/parcel_events.json'}; measured depth within 0.01 ft of 100-ft boundary"", ""candidate"": ""Common Driveway"", ""version"": ""v9-ingest-1"", ""evidence"": {""parcel"": {""source"": ""HCAD unique exact-address polygon"", ""account"": ""1478650010001"", ""matched"": ""4605 NOLDA ST"", ""legal"": ""LT 1 BLK 1|NOLDA ENCLAVE"", ""depth_ft"": 99.9998, ""width_ft"": 25.0001, ""area_sf"": 2500.0, ""geometry_crs"": ""EPSG:2278"", ""depth_method"": ""minimum rotated rectangle, longest side"", ""parcel_history"": [{""event"": ""SPLIT"", ""vintage"": ""2024_Oct->2025_Oct"", ""parents"": [""0072840000010""], ""children"": [""1478650010001"", ""1478650010002""], ""source"": ""refresh/parcel_events.json""}]}, ""units"": 1, ""master_size"": null, ""unit_source"": ""one address"", ""master_source"": ""none"", ""family"": ""Split""}}}"
let DATA,pmt_5114-eigel-st-77007,"5114 Eigel St, Houston, TX 77007",29.775,-95.4132467,OOZ_POLY_I10_SOUTH,Approved Heights boundary correction: south of COH I-10 mainline midpoint; removal only,"{""id"": ""pmt_5114-eigel-st-77007"", ""a"": ""5114 Eigel St, Houston, TX 77007"", ""llc"": ""SANDCASTLE HOMES"", ""kind"": ""permit"", ""lat"": 29.775, ""lng"": -95.4132467, ""permits"": [{""owner"": ""SANDCASTLE HOMES"", ""desc"": ""QS2 S.F. RES W/ATT. GARAGE (1-2-5-R3-B) 21 IRC/21 IECC"", ""val"": ""432399"", ""ptype"": ""13"", ""proj"": ""26010466"", ""permitDesc"": ""Building Pmt""}], ""prod"": ""Unknown"", ""product_classification"": {""product"": ""Unknown"", ""confidence"": ""unknown"", ""reason_code"": ""UNVERIFIED_PLAT"", ""reason"": ""replat child; units=1 (one address); master_size=None (none); depth_ft=100.0001; geometry=HCAD unique exact-address polygon; parcel=0072760000004; parcel_history=none"", ""candidate"": ""Split Lot"", ""version"": ""v9-ingest-1"", ""evidence"": {""parcel"": {""source"": ""HCAD unique exact-address polygon"", ""account"": ""0072760000004"", ""matched"": ""5114 EIGEL ST"", ""legal"": ""LT 4 BLK 92|BRUNNER"", ""depth_ft"": 100.0001, ""width_ft"": 50.0001, ""area_sf"": 4999.98, ""geometry_crs"": ""EPSG:2278"", ""depth_method"": ""minimum rotated rectangle, longest side"", ""parcel_history"": []}, ""units"": 1, ""master_size"": null, ""unit_source"": ""one address"", ""master_source"": ""none"", ""family"": ""Split""}}}"
let DATA,pmt_1308-edwards-st-b-77007,"1308 Edwards St B, Houston, TX 77007",29.7710218,-95.3704417,OOZ_POLY_I10_SOUTH,Approved Heights boundary correction: south of COH I-10 mainline midpoint; removal only,"{""id"": ""pmt_1308-edwards-st-b-77007"", ""a"": ""1308 Edwards St B, Houston, TX 77007"", ""llc"": ""1308 EDWARDS LLC"", ""kind"": ""permit"", ""lat"": 29.7710218, ""lng"": -95.3704417, ""permits"": [{""owner"": ""1308 EDWARDS LLC"", ""desc"": ""S.F. RES W/ATT. GARAGE (1-3-5-R3-B) 21 IRC/21 IECC (M OF 2)"", ""val"": ""542949"", ""ptype"": ""13"", ""proj"": ""25048881"", ""permitDesc"": ""Building Pmt""}], ""prod"": ""Unknown"", ""product_classification"": {""product"": ""Unknown"", ""confidence"": ""unknown"", ""reason_code"": ""DEPTH_BOUNDARY_UNCERTAIN"", ""reason"": ""replat child; units=2 (distinct address unit letters); master_size=2 (25048881); depth_ft=100.0001; geometry=HCAD unique exact-address polygon; parcel=1490260010001; parcel_history={'event': 'SPLIT', 'vintage': '2025_Oct->2026_Jul', 'parents': ['0050880000002'], 'children': ['1490260010001', '1490260010002'], 'source': 'refresh/parcel_events.json'}; measured depth within 0.01 ft of 100-ft boundary"", ""candidate"": ""Split Lot"", ""version"": ""v9-ingest-1"", ""evidence"": {""parcel"": {""source"": ""HCAD unique exact-address polygon"", ""account"": ""1490260010001"", ""matched"": ""1308 EDWARDS ST # B"", ""legal"": ""LT 1 BLK 1|EDWARDS HEIGHTS"", ""depth_ft"": 100.0001, ""width_ft"": 24.5, ""area_sf"": 2450.0, ""geometry_crs"": ""EPSG:2278"", ""depth_method"": ""minimum rotated rectangle, longest side"", ""parcel_history"": [{""event"": ""SPLIT"", ""vintage"": ""2025_Oct->2026_Jul"", ""parents"": [""0050880000002""], ""children"": [""1490260010001"", ""1490260010002""], ""source"": ""refresh/parcel_events.json""}]}, ""units"": 2, ""master_size"": 2, ""unit_source"": ""distinct address unit letters"", ""master_source"": ""25048881"", ""family"": ""Split""}}}"
let DATA,pmt_1308-edwards-st-a-77007,"1308 Edwards St A, Houston, TX 77007",29.7710227,-95.3703629,OOZ_POLY_I10_SOUTH,Approved Heights boundary correction: south of COH I-10 mainline midpoint; removal only,"{""id"": ""pmt_1308-edwards-st-a-77007"", ""a"": ""1308 Edwards St A, Houston, TX 77007"", ""llc"": ""1308 EDWARDS LLC"", ""kind"": ""permit"", ""lat"": 29.7710227, ""lng"": -95.3703629, ""permits"": [{""owner"": ""1308 EDWARDS LLC"", ""desc"": ""S.F. RES W/ATT. GARAGE (1-3-5-R3-B) 21 IRC/21 IECC (2 OF 2)"", ""val"": ""542949"", ""ptype"": ""13"", ""proj"": ""25048882"", ""permitDesc"": ""Building Pmt""}], ""prod"": ""Unknown"", ""product_classification"": {""product"": ""Unknown"", ""confidence"": ""unknown"", ""reason_code"": ""DEPTH_BOUNDARY_UNCERTAIN"", ""reason"": ""replat child; units=2 (distinct address unit letters); master_size=None (none); depth_ft=100.0002; geometry=HCAD unique exact-address polygon; parcel=1490260010002; parcel_history={'event': 'SPLIT', 'vintage': '2025_Oct->2026_Jul', 'parents': ['0050880000002'], 'children': ['1490260010001', '1490260010002'], 'source': 'refresh/parcel_events.json'}; measured depth within 0.01 ft of 100-ft boundary"", ""candidate"": ""Split Lot"", ""version"": ""v9-ingest-1"", ""evidence"": {""parcel"": {""source"": ""HCAD unique exact-address polygon"", ""account"": ""1490260010002"", ""matched"": ""1308 EDWARDS ST # A"", ""legal"": ""LT 2 BLK 1|EDWARDS HEIGHTS"", ""depth_ft"": 100.0002, ""width_ft"": 25.5, ""area_sf"": 2550.0, ""geometry_crs"": ""EPSG:2278"", ""depth_method"": ""minimum rotated rectangle, longest side"", ""parcel_history"": [{""event"": ""SPLIT"", ""vintage"": ""2025_Oct->2026_Jul"", ""parents"": [""0050880000002""], ""children"": [""1490260010001"", ""1490260010002""], ""source"": ""refresh/parcel_events.json""}]}, ""units"": 2, ""master_size"": null, ""unit_source"": ""distinct address unit letters"", ""master_source"": ""none"", ""family"": ""Split""}}}"
let DATA,pmt_4612-eli-st-c-77007,"4612 Eli St C, Houston, TX 77007",29.7737139,-95.4078,OOZ_POLY_I10_SOUTH,Approved Heights boundary correction: south of COH I-10 mainline midpoint; removal only,"{""id"": ""pmt_4612-eli-st-c-77007"", ""a"": ""4612 Eli St C, Houston, TX 77007"", ""llc"": ""BAYBRO BUILDERS CORPORATION"", ""kind"": ""permit"", ""lat"": 29.7737139, ""lng"": -95.4078, ""permits"": [{""owner"": ""BAYBRO BUILDERS CORPORATION"", ""desc"": ""S.F. RES. W/ATT.  GAR. (1-3-5-R3-B) 21 IRC/21 IECC (M# 26014116)"", ""val"": ""396365"", ""ptype"": ""13"", ""proj"": ""26014118"", ""permitDesc"": ""Building Pmt""}], ""prod"": ""Common Driveway"", ""product_classification"": {""product"": ""Common Driveway"", ""confidence"": ""high"", ""reason_code"": ""V9_VERIFIED"", ""reason"": ""replat child; units=3 (distinct address unit letters); master_size=6 (26014116); depth_ft=49.9997; geometry=HCAD unique exact-address polygon; parcel=1487810010004; parcel_history={'event': 'SPLIT', 'vintage': '2025_Oct->2026_Jul', 'parents': ['0072670000003'], 'children': ['1487810010007', '1487810010006', '1487810010001', '1487810010002', '1487810010005', '1487810010003', '1487810010004'], 'source': 'refresh/parcel_events.json'}"", ""candidate"": ""Common Driveway"", ""version"": ""v9-ingest-1"", ""evidence"": {""parcel"": {""source"": ""HCAD unique exact-address polygon"", ""account"": ""1487810010004"", ""matched"": ""4612 ELI ST # C"", ""legal"": ""LT 4 BLK 1|ELI STREET GREEN"", ""depth_ft"": 49.9997, ""width_ft"": 34.6599, ""area_sf"": 1732.99, ""geometry_crs"": ""EPSG:2278"", ""depth_method"": ""minimum rotated rectangle, longest side"", ""parcel_history"": [{""event"": ""SPLIT"", ""vintage"": ""2025_Oct->2026_Jul"", ""parents"": [""0072670000003""], ""children"": [""1487810010007"", ""1487810010006"", ""1487810010001"", ""1487810010002"", ""1487810010005"", ""1487810010003"", ""1487810010004""], ""source"": ""refresh/parcel_events.json""}]}, ""units"": 3, ""master_size"": 6, ""unit_source"": ""distinct address unit letters"", ""master_source"": ""26014116"", ""family"": ""Split""}}}"
let DATA,pmt_4616-eli-st-b-77007,"4616 Eli St B, Houston, TX 77007",29.7736217,-95.4079558,OOZ_POLY_I10_SOUTH,Approved Heights boundary correction: south of COH I-10 mainline midpoint; removal only,"{""id"": ""pmt_4616-eli-st-b-77007"", ""a"": ""4616 Eli St B, Houston, TX 77007"", ""llc"": ""BAYBRO BUILDERS CORPORATION"", ""kind"": ""permit"", ""lat"": 29.7736217, ""lng"": -95.4079558, ""permits"": [{""owner"": ""BAYBRO BUILDERS CORPORATION"", ""desc"": ""S.F. RES. W/ATT.  GAR. (1-3-5-R3-B) 21 IRC/21 IECC (M# 26014116)"", ""val"": ""396365"", ""ptype"": ""13"", ""proj"": ""26014120"", ""permitDesc"": ""Building Pmt""}], ""prod"": ""Common Driveway"", ""product_classification"": {""product"": ""Common Driveway"", ""confidence"": ""high"", ""reason_code"": ""V9_VERIFIED"", ""reason"": ""replat child; units=3 (distinct address unit letters); master_size=6 (26014116); depth_ft=50.0002; geometry=HCAD unique exact-address polygon; parcel=1487810010002; parcel_history={'event': 'SPLIT', 'vintage': '2025_Oct->2026_Jul', 'parents': ['0072670000003'], 'children': ['1487810010007', '1487810010006', '1487810010001', '1487810010002', '1487810010005', '1487810010003', '1487810010004'], 'source': 'refresh/parcel_events.json'}"", ""candidate"": ""Common Driveway"", ""version"": ""v9-ingest-1"", ""evidence"": {""parcel"": {""source"": ""HCAD unique exact-address polygon"", ""account"": ""1487810010002"", ""matched"": ""4616 ELI ST # B"", ""legal"": ""LT 2 BLK 1|ELI STREET GREEN"", ""depth_ft"": 50.0002, ""width_ft"": 30.6701, ""area_sf"": 1533.51, ""geometry_crs"": ""EPSG:2278"", ""depth_method"": ""minimum rotated rectangle, longest side"", ""parcel_history"": [{""event"": ""SPLIT"", ""vintage"": ""2025_Oct->2026_Jul"", ""parents"": [""0072670000003""], ""children"": [""1487810010007"", ""1487810010006"", ""1487810010001"", ""1487810010002"", ""1487810010005"", ""1487810010003"", ""1487810010004""], ""source"": ""refresh/parcel_events.json""}]}, ""units"": 3, ""master_size"": 6, ""unit_source"": ""distinct address unit letters"", ""master_source"": ""26014116"", ""family"": ""Split""}}}"
