MLS,ADDRESS,CLOSE_DATE,REASON,EVIDENCE
78418508,1135 W 21st Street,2026-04-20,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
56324043,221 E 12th Street,2026-04-20,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
95542054,422 W 26th Street,2026-04-17,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
9453155,209 W 24th Street,2026-04-17,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
91236442,902 E 27th Street,2026-04-17,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
7559726,1011 W Cottage Street,2026-04-17,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
69396840,523 Highland Street,2026-04-17,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
48793853,1012 W 23rd Street,2026-04-17,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
16011603,1540 Lawrence Street,2026-04-17,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
85586320,1227 Waverly Street,2026-04-16,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
64678248,432 Arlington Street,2026-04-15,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
92910379,729 E 9th Street,2026-04-14,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
21784630,3006 Houston Avenue,2026-04-14,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
16020843,811 Redan Street,2026-04-14,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
87078948,620 W 25th Street,2026-04-13,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
30809114,601 W 17th Street,2026-04-13,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
49109874,1404 W 25th Street,2026-04-10,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
10696966,2519 White Oak Drive,2026-04-10,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
98392193,1534 Nicholson Street,2026-04-09,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
82979575,504 Oxford Street,2026-04-08,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
73759073,1324 Tulane Street,2026-04-08,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
72144714,1342 Allston Street,2026-04-08,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
70700852,1241 Prince Street,2026-04-08,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
30454888,1111 Highland Street,2026-04-07,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
98567626,922 Bayland Avenue,2026-04-03,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
82368903,1108 W Cottage Street,2026-04-03,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
94088486,401 W 21 st Street,2026-04-02,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
86906320,814 W 21st Street,2026-04-02,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
67038981,414 Woodland Street,2026-04-02,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
59911518,719 E 6th 1/2 Street,2026-04-02,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
48267610,1121 Key Street,2026-04-02,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
28474446,811 W Melwood Street,2026-04-02,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
54029371,714 Wilken Street,2026-04-01,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
51165038,1022 Arlington Street,2026-04-01,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
35542959,1236 Omar Street,2026-03-31,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
31465853,618 E 28th Street,2026-03-31,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
25084620,1106 W 12th Street,2026-03-31,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
14166412,516 Arlington Street,2026-03-31,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
2068157,338 W 18th Street,2026-03-30,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
58666848,311 W 6th Street,2026-03-27,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
36967996,1810 Cortlandt Street,2026-03-27,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
25425589,1321 Laird Street,2026-03-27,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
16376993,1506 Tabor Street,2026-03-27,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
15373738,316 Aurora Street,2026-03-26,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
57839343,2047 Harvard Street,2026-03-24,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
49302794,1517 Lawrence Street,2026-03-24,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
88507430,827 Sledge Street,2026-03-23,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
62638176,525 Teetshorn Street,2026-03-23,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
25834381,1114 W 15th Street,2026-03-23,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
17160597,1802 W 14th 1/2 Street,2026-03-23,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
83619577,1430 Dorothy Street,2026-03-20,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
80484897,1215 Rutland Street,2026-03-20,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
66593040,950 Omar Street,2026-03-20,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
63742440,435 W 23rd Street,2026-03-20,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
30213229,1003 E 28th Street,2026-03-20,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
15528456,523 W 26th Street,2026-03-20,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
7297713,912 Heights Boulevard,2026-03-19,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
6131252,1532 W 24th Street,2026-03-16,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
58305759,823 Sledge Street,2026-03-13,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
5590923,421 Cortlandt Street Unit#C,2026-03-13,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
20154265,1525 W 25th Street,2026-03-13,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
42452991,731 Key Street,2026-03-12,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
77925731,1823 Arlington Street,2026-03-11,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
44972682,1609 Tabor Street,2026-03-11,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
26548663,823 E 27th Street,2026-03-11,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
28470380,1512 Hatcher Spring Lane,2026-03-09,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
85742426,1031 Nashua Street,2026-03-06,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
8197661,1135 Walling Street,2026-03-06,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
50002699,1325 Ashland Street,2026-03-06,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
41074128,1036 Kern Street,2026-03-06,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
24987314,826 W 26th Street Unit#A,2026-03-06,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
23986451,805 Columbia Street,2026-03-06,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
26231511,1124 Ashland Street,2026-03-05,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
95393115,603 Vincent Street,2026-03-03,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
3324267,1117 W 26th Street,2026-03-03,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
84332930,333 W 22nd Street,2026-03-02,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
64590341,425 Byrne Street,2026-03-02,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
82525142,643 E 10th Street,2026-02-27,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
66148669,1438 Prince Street,2026-02-27,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
19719440,343 W 21st Street,2026-02-27,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
98861437,719 Woodland Street,2026-02-25,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
48722340,920 Key Street,2026-02-25,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
33529570,1106 Timbergrove Lane,2026-02-25,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
42415080,1014 Ashland Street,2026-02-24,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
41218337,1811 Harvard Street,2026-02-24,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
97376499,1334 Alexander Street,2026-02-23,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
61632840,1223 Waverly Street,2026-02-23,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
56161285,516 Highland Street,2026-02-23,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
52059332,1127 Tulane Street,2026-02-20,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
41515322,2621 Morrison Street,2026-02-20,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
37701575,4601 Oak Ridge Street,2026-02-20,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
29875263,1639 Arlington Street,2026-02-20,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
2058942,304 Enid Street,2026-02-20,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
89138020,805 Heights Boulevard,2026-02-19,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
10981225,810 Nashua Street,2026-02-19,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
85286664,1022 Dorothy Street,2026-02-18,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
41103207,1109 Rutland Street,2026-02-17,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
3695241,931 Louise Street,2026-02-17,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
49069860,305 E 5th Street,2026-02-16,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
92268350,2502 Lawrence Street,2026-02-13,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
62731483,1730 White Oak Drive,2026-02-13,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
57714439,1229 Waverly Street,2026-02-13,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
45797139,108 Munford Street,2026-02-12,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
4337423,925 E 26th Street,2026-02-12,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
19748650,1002 E 27th Street,2026-02-12,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
52867507,117 E 25th Street,2026-02-11,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
9043663,1214 Heights Boulevard,2026-02-10,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
98846654,327 W 23rd Street Unit#A,2026-02-09,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
19036516,1337 Alexander Street,2026-02-09,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
95039365,208 Aurora Street Unit#B,2026-02-06,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
23873440,424 E 24th Street,2026-02-06,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
62495093,2124 Gostick Street,2026-02-05,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
59083207,1236 W 21st Street,2026-02-05,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
87795675,1020 W 22nd Street Unit#A,2026-02-02,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
86295715,916 Columbia Street,2026-01-30,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
15845051,935 Pecore Street,2026-01-30,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
34307492,510 E 7th Street,2026-01-29,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
79692210,607 Harvard Street,2026-01-28,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
81823442,901 W 21st Street,2026-01-27,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
94673963,318 W 17th Street,2026-01-26,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
3727551,429 W 22nd Street,2026-01-23,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
13164479,211 E 24th Street,2026-01-23,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
40459140,844 Cortlandt Street,2026-01-16,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
38200699,710 E 28th Street,2026-01-15,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
30033691,1528 Allston Street,2026-01-15,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
67455121,704 W 8th Street,2026-01-14,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
82899217,818 E 24th Street,2026-01-13,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
80325816,1026 Allston Street,2026-01-12,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
80099883,521 W 23rd Street,2026-01-12,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
79546546,1030 Voight Street,2026-01-12,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
49009978,1033 Highland Street,2026-01-12,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
75943753,1516 W 23rd Street,2026-01-09,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
53786323,416 Highland Street,2026-01-08,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
91360179,913 Tulane Street,2026-01-07,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
38527340,602 E 10th 1/2 Street,2026-01-07,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
31858561,318 W 24th Street,2026-01-07,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
83542920,1408 W 25th Street,2026-01-06,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
68405603,329 E 25th Street,2026-01-06,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
57731869,423 Pecore Street,2026-01-06,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
7496202,449 W 23rd Street,2026-01-05,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
55834496,1819 Studewood Street,2026-01-05,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
32780196,2505 Couch Street Unit#A,2025-12-31,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
24586074,619 E 10th 1/2 Street,2025-12-31,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
42438287,716 E 10th Street,2025-12-30,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
13818948,806 Waverly Street,2025-12-30,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
10305053,2120 White Oak Drive,2025-12-30,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
71061269,1203 Tulane Street,2025-12-29,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
49055488,1009 W 16th Street,2025-12-29,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
22486802,922 Prince Street,2025-12-26,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
54129447,1101 Tabor Street,2025-12-24,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
80132711,1226 Heights Boulevard,2025-12-23,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
52074126,344 W 22nd Street,2025-12-23,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
4127382,506 E 24th Street,2025-12-22,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
3023629,2524 Brinkman Street Unit#B,2025-12-22,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
29940278,519 Threlkeld Street,2025-12-22,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
63714604,516 West 9th St,2025-12-19,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
39083243,710 E 13th Street,2025-12-19,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
29907219,1445 Hall Place,2025-12-19,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
10958573,121 E 22nd Street,2025-12-19,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
88338062,310 E 25th Street,2025-12-16,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
68591974,523 W 15th Street,2025-12-16,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
85912719,1903 W 14th Street,2025-12-15,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
75832327,2710 Nicholson Street,2025-12-12,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
23792956,701 E 8th Street,2025-12-12,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
23167162,919 Ashland Street Unit#B,2025-12-10,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
64030135,2219 Arlington Street,2025-12-08,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
90915756,2017 Cortlandt Street,2025-12-05,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
44446175,830 W 17th Street Unit#B,2025-12-05,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
35103513,606 Merrill Street,2025-12-05,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
88882537,1231 W 15th 1/2 Street,2025-12-04,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
83483831,1522 Glen Oaks Street,2025-12-04,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
76976509,717 E 23rd Street,2025-12-04,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
97889058,544 W 24th Street,2025-12-03,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
85485592,1111 W Gardner Street,2025-12-03,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
60331099,2416 Bevis Street,2025-12-03,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
5553264,1108 Voight Street,2025-12-03,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
89752648,525 Cortlandt Street,2025-12-01,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
81668952,3000 Morrison Street,2025-12-01,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
38509743,304 Archer Street,2025-11-26,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
97515055,1425 Tulane Street,2025-11-25,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
96761450,919 W 16th Street Unit#C,2025-11-24,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
95787241,1106 Tulane Street,2025-11-24,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
84709210,2120 Gostick Street,2025-11-21,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
81852800,1223 Posey Street,2025-11-21,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
77447018,1227 Nicholson Street,2025-11-21,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
27562578,701 Oxford Street,2025-11-21,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
27138981,1314 Allston Street,2025-11-21,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
43573674,215 Bayland Avenue,2025-11-20,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
32100066,411 Vincent Street,2025-11-20,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
62144049,128 W 17th Street,2025-11-19,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
59542814,816 Dorothy Street Unit#B,2025-11-19,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
46586929,1021 Allston Street,2025-11-19,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
16530509,1235 Tulane Street,2025-11-19,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
94254988,304 Bayland Avenue,2025-11-18,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
83315330,326 Aurora Street Unit#A,2025-11-18,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
74659080,4607 Oak Ridge Street,2025-11-18,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
48052803,719 E 28th Street,2025-11-18,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
39043933,717 Woodland Street,2025-11-18,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
33171263,326 W 24th Street,2025-11-17,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
16482096,2209 Bevis Street Unit#A,2025-11-17,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
76609135,441 W 24th Street Unit#A,2025-11-14,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
64931019,714 Rutland Street,2025-11-14,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
45727557,626 E 22nd Street,2025-11-14,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
33942837,118 E 25th Street,2025-11-14,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
15590452,1245 Waverly Street,2025-11-14,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
98441132,638 E 10th Street,2025-11-13,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
30164741,945 Oxford Street,2025-11-13,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
75349198,1108 Highland Street,2025-11-12,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
39369334,725 Dorothy Street,2025-11-12,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
35385701,1031 Ashland Street,2025-11-12,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
32859747,1114 Grovewood Lane,2025-11-11,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
92042502,1529 Beall Street Unit#B,2025-11-10,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
62547348,2004 Columbia Street,2025-11-10,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
68369197,1433 Alexander Street,2025-11-07,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
61898096,1224 W 17th Street Unit#B,2025-11-07,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
59113476,810 Allston Street,2025-11-07,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
58126452,717 Herkimer Street Unit#A,2025-11-07,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
55195141,816 W 23rd Street,2025-11-07,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
94328318,626 E 8th Street,2025-11-06,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
90044817,1268 Nelson Falls Lane,2025-11-06,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
30626126,609 W 20th Street,2025-11-06,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
22907493,715 Algregg Street,2025-11-06,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
80641927,1132 Oxford Street,2025-11-05,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
30670287,1115 E 27th Street,2025-11-05,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
18238560,1034 Ashland Street Unit#A,2025-11-05,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
60649491,712 W 22nd Street Unit#B,2025-11-04,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
75026783,729 Merrill Street,2025-11-03,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
59284163,1824 W 25th Street,2025-11-03,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
43008652,1001 Lawrence Street,2025-11-03,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
33375567,418 Byrne Street,2025-11-03,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
32024673,1310 Dian Street,2025-11-03,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
13341494,907 W 16th Street Unit#A,2025-11-03,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
12289102,732 Allston Street,2025-11-03,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
11878184,1004 Enid Street Unit#B,2025-11-03,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
6133330,1011 Heights Boulevard,2025-10-31,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
55845584,1415 W 21st Street Unit#A,2025-10-30,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
47901667,337 W 21st Street,2025-10-30,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
96258638,450 W 16th Street,2025-10-28,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
8435791,2317 Ashland Street,2025-10-28,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
65578769,811 Herkimer Street,2025-10-27,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
82831353,1014 W 23rd Street,2025-10-24,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
62975431,707 Tulane Street,2025-10-24,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
74251844,730 W 17th Street,2025-10-23,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
76351716,414 W 25th Street,2025-10-22,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
67293941,1035 Waverly Street Unit#B,2025-10-22,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
91793036,113 E 26th Street Unit#B,2025-10-20,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
60390078,1442 Lawrence Street,2025-10-20,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
2439744,221 W 26th Street Unit#B,2025-10-17,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
21439171,1505 W 23rd Street Unit#D,2025-10-17,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
53303731,1110 W 12th Street,2025-10-16,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
42703315,928 Robbie Street Unit#B,2025-10-16,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
17672205,633 Oxford Street,2025-10-14,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
45264743,1545 Arlington Street,2025-10-13,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
91772633,1819 Arlington Street,2025-10-10,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
56137397,636 Pizer Street,2025-10-10,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
4657553,420 W 17th Street,2025-10-10,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
98022369,940 Columbia Street,2025-10-09,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
35662209,1530 Yale Street Unit#A,2025-10-09,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
12982778,414 E 28th Street,2025-10-09,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
22852912,920 W Melwood Street,2025-10-08,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
94798140,311 E 23rd Street Unit#D,2025-10-07,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
40162938,604 W 28th Street Unit#B,2025-10-07,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
86039767,1905 W 14th Street Unit#B,2025-10-06,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
77503347,523 E 28th Street,2025-10-03,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
74143702,1021 Harvard Street,2025-10-03,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
67458529,2601 Bevis Street Unit#A,2025-10-02,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
22459966,1219 W 25th Street Unit#A,2025-10-02,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
25773971,1239 W 23rd St Unit#A,2025-10-01,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
92049997,2052 Columbia Street,2025-09-30,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
62984622,808 Merrill Street,2025-09-30,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
61433597,1207 W 25th Street,2025-09-30,RESALE_NOT_COMP,Retained in SOLD_EVIDENCE
